phase,hand_strength,num_bets,pot_size_bb,to_call_bb,action,hero_profit,street,board_paired,board_flush_possible,board_straight_possible
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,call,10,,,,
postflop,0.2552934870008041,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.13722862503350308,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.6937818279281693,0,1.5,0.0,fold,-5,Flop,1.0,0.0,1.0
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.056955239882069186,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.35,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.06539801661752886,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.3090324309836505,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,-25,,,,
postflop,0.09246850710265342,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.4540337711069419,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.07678906459394264,0,1.5,0.0,raise,10,Flop,0.0,1.0,1.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.2692307692307693,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.21830608415974273,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.425,1,1.5,0.0,call,10,,,,
postflop,0.16429911551862775,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.48740284106137766,0,1.5,0.0,fold,-5,Flop,1.0,0.0,1.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.38448137228625034,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.28062181720718304,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.3426695255963549,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.1149825783972126,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.1149825783972126,1,3.5,2.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,-5,,,,
preflop,0.225,2,3.5,2.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.20503886357544898,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.7,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,call,-5,,,,
preflop,0.3,2,3.5,2.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.10533369069954435,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,1.0,1,1.5,0.0,raise,-45,,,,
postflop,0.6649691771642992,0,5.5,0.0,call,-45,Flop,1.0,0.0,0.0
postflop,0.6649691771642992,1,7.5,2.0,call,-45,Flop,1.0,0.0,0.0
postflop,0.6655052264808362,0,9.5,0.0,fold,-45,Turn,1.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.042079871348164044,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,call,-5,,,,
preflop,0.175,2,3.5,2.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,raise,-25,,,,
postflop,0.0854998659876709,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.0854998659876709,1,7.5,2.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.3174752077191102,0,5.5,0.0,raise,30,Flop,1.0,0.0,0.0
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,-25,,,,
postflop,0.42120075046904315,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.31305280085767895,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.45,1,1.5,0.0,call,10,,,,
postflop,0.5138032699008308,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.6510318949343339,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,0.45,1,1.5,0.0,call,10,,,,
postflop,0.370008040739748,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.125,1,1.5,0.0,call,50,,,,
postflop,0.10989010989010994,0,1.5,0.0,call,50,Flop,0.0,1.0,0.0
postflop,0.10989010989010994,1,3.5,2.0,call,50,Flop,0.0,1.0,0.0
postflop,0.11163227016885557,0,5.5,0.0,raise,50,Turn,0.0,1.0,0.0
postflop,0.25475743768426695,0,9.5,0.0,raise,50,River,0.0,1.0,0.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.04435808094344684,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,raise,-25,,,,
postflop,0.41758241758241754,0,5.5,0.0,fold,-25,Flop,1.0,0.0,1.0
preflop,0.25,1,1.5,0.0,raise,-25,,,,
postflop,0.03350308228357013,0,5.5,0.0,call,-25,Flop,0.0,0.0,1.0
postflop,0.03350308228357013,1,7.5,2.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,call,30,,,,
preflop,0.4,2,3.5,2.0,raise,30,,,,
postflop,0.11806486196730104,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,70,,,,
preflop,0.3,2,3.5,2.0,raise,70,,,,
postflop,0.2859823103725543,0,5.5,0.0,raise,70,Flop,1.0,0.0,0.0
postflop,0.2859823103725543,0,9.5,0.0,raise,70,Turn,1.0,0.0,0.0
postflop,0.9100777271508979,0,13.5,0.0,raise,70,River,1.0,1.0,0.0
preflop,0.275,1,1.5,0.0,raise,10,,,,
preflop,0.125,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,raise,30,,,,
postflop,0.43822031626909674,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.5920664701152506,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.06151165907263467,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.20075046904315197,0,1.5,0.0,fold,-5,Flop,0.0,0.0,1.0
preflop,0.4,1,1.5,0.0,raise,-45,,,,
postflop,0.13642455105869744,0,5.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.13749664969177167,0,9.5,0.0,call,-45,Turn,0.0,0.0,0.0
postflop,0.16791744840525324,0,9.5,0.0,call,-45,River,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.11283838113106404,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.2254087376038596,0,1.5,0.0,fold,-5,Turn,0.0,0.0,0.0
preflop,0.275,1,1.5,0.0,call,30,,,,
preflop,0.275,2,3.5,2.0,raise,30,,,,
postflop,0.08523184132940231,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,-25,,,,
postflop,0.1618868935942107,0,1.5,0.0,raise,-25,Flop,0.0,0.0,0.0
postflop,0.4652908067542214,0,5.5,0.0,call,-25,Turn,1.0,0.0,0.0
postflop,0.4652908067542214,1,7.5,2.0,fold,-25,Turn,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.6652372018225676,0,5.5,0.0,fold,-25,Flop,1.0,0.0,1.0
preflop,0.4,1,1.5,0.0,call,70,,,,
preflop,0.4,2,3.5,2.0,call,70,,,,
postflop,0.7263468239077995,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.7263468239077995,1,7.5,2.0,call,70,Flop,0.0,0.0,0.0
postflop,0.7263468239077995,0,9.5,0.0,raise,70,Turn,0.0,1.0,0.0
postflop,0.7295631198070223,0,13.5,0.0,call,70,River,0.0,1.0,0.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.2034307156258376,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,-5,,,,
preflop,0.225,2,3.5,2.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,-5,,,,
postflop,0.10948807290270701,0,1.5,0.0,fold,-5,Flop,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.09059233449477355,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.06285178236397748,0,5.5,0.0,raise,30,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,50,,,,
postflop,0.0986330742428303,0,1.5,0.0,call,50,Flop,0.0,0.0,0.0
postflop,0.42870544090056284,0,1.5,0.0,raise,50,Turn,1.0,1.0,0.0
postflop,0.8906459394264272,0,5.5,0.0,raise,50,River,1.0,1.0,0.0
preflop,0.3,1,1.5,0.0,fold,-5,,,,
preflop,0.55,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.325,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.175,1,1.5,0.0,call,-5,,,,
postflop,0.4987938890377914,0,1.5,0.0,fold,-5,Flop,1.0,0.0,0.0
preflop,0.125,1,1.5,0.0,raise,-65,,,,
postflop,0.18600911283838117,0,5.5,0.0,call,-65,Flop,0.0,0.0,0.0
postflop,0.18600911283838117,1,7.5,2.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.18600911283838117,0,9.5,0.0,raise,-65,Turn,0.0,1.0,0.0
postflop,0.1929777539533637,0,13.5,0.0,call,-65,River,0.0,1.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.8,1,1.5,0.0,call,70,,,,
preflop,0.8,2,3.5,2.0,call,70,,,,
postflop,0.5060305548110426,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.5060305548110426,1,7.5,2.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.5060305548110426,0,9.5,0.0,raise,70,Turn,0.0,1.0,0.0
postflop,0.5060305548110426,0,13.5,0.0,call,70,River,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,-45,,,,
postflop,0.5065666041275798,0,5.5,0.0,raise,-45,Flop,1.0,0.0,0.0
postflop,0.5065666041275798,0,9.5,0.0,fold,-45,Turn,1.0,0.0,0.0
preflop,0.325,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.29053872956311977,0,1.5,0.0,raise,10,Flop,0.0,1.0,1.0
preflop,0.55,1,1.5,0.0,raise,-45,,,,
postflop,0.16001072098633073,0,5.5,0.0,call,-45,Flop,0.0,0.0,1.0
postflop,0.16001072098633073,1,7.5,2.0,call,-45,Flop,0.0,0.0,1.0
postflop,0.16027874564459932,0,9.5,0.0,fold,-45,Turn,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,-25,,,,
postflop,0.5046904315196998,0,1.5,0.0,raise,-25,Flop,1.0,0.0,0.0
postflop,0.6479496113642456,0,5.5,0.0,call,-25,Turn,1.0,0.0,0.0
postflop,0.6479496113642456,0,5.5,0.0,fold,-25,River,1.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,-65,,,,
preflop,0.3,2,3.5,2.0,call,-65,,,,
postflop,0.06955239882069153,0,5.5,0.0,raise,-65,Flop,0.0,0.0,1.0
postflop,0.15639238809970513,0,9.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.15639238809970513,0,13.5,0.0,fold,-65,River,0.0,1.0,0.0
preflop,0.125,1,1.5,0.0,call,-5,,,,
postflop,0.06767622621281155,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,-25,,,,
postflop,0.023050120611096236,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.023050120611096236,1,7.5,2.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,raise,-25,,,,
postflop,0.23318145269364776,0,5.5,0.0,fold,-25,Flop,1.0,0.0,1.0
preflop,0.3,1,1.5,0.0,call,-45,,,,
postflop,0.013133208255159512,0,1.5,0.0,raise,-45,Flop,0.0,0.0,0.0
postflop,0.015947467166979368,0,5.5,0.0,call,-45,Turn,0.0,0.0,0.0
postflop,0.12168319485392654,0,5.5,0.0,raise,-45,River,0.0,1.0,0.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.12784776199410341,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.08214955775931387,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.17475207719110153,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.181184668989547,0,1.5,0.0,raise,10,Turn,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.32055749128919864,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.125,1,1.5,0.0,raise,10,,,,
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.39466630930045565,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.13816671133744307,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.8,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.3478960064325918,0,5.5,0.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,-25,,,,
postflop,0.2451085499865988,0,5.5,0.0,fold,-25,Flop,1.0,0.0,1.0
preflop,0.7,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.425,1,1.5,0.0,call,-5,,,,
postflop,0.5230501206110962,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,call,10,,,,
postflop,0.002412221924417035,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,70,,,,
postflop,0.3965424819083355,0,1.5,0.0,raise,70,Flop,1.0,0.0,1.0
postflop,0.3968105065666041,0,5.5,0.0,raise,70,Turn,1.0,0.0,0.0
postflop,0.646743500402037,0,9.5,0.0,call,70,River,1.0,0.0,0.0
postflop,0.646743500402037,1,11.5,2.0,call,70,River,1.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.4059233449477352,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.018761726078799223,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,raise,10,,,,
preflop,0.3,1,1.5,0.0,raise,-45,,,,
postflop,0.07799517555615121,0,5.5,0.0,call,-45,Flop,0.0,0.0,0.0
postflop,0.07799517555615121,1,7.5,2.0,call,-45,Flop,0.0,0.0,0.0
postflop,0.08590190297507372,0,9.5,0.0,fold,-45,Turn,0.0,1.0,0.0
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,call,-5,,,,
postflop,0.12690967569016354,0,1.5,0.0,call,-5,Flop,0.0,0.0,0.0
postflop,0.16362905387295634,0,1.5,0.0,fold,-5,Turn,0.0,0.0,0.0
preflop,0.175,1,1.5,0.0,call,-45,,,,
postflop,0.1303939962476548,0,1.5,0.0,call,-45,Flop,0.0,0.0,1.0
postflop,0.1303939962476548,1,3.5,2.0,call,-45,Flop,0.0,0.0,1.0
postflop,0.3158670597694988,0,5.5,0.0,raise,-45,Turn,0.0,1.0,0.0
postflop,0.908737603859555,0,9.5,0.0,fold,-45,River,0.0,1.0,0.0
preflop,0.4,1,1.5,0.0,call,-5,,,,
postflop,0.39466630930045565,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,-25,,,,
postflop,0.25207719110158133,0,1.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.6116322701688555,0,1.5,0.0,call,-25,Turn,1.0,0.0,0.0
postflop,0.6116322701688555,0,1.5,0.0,raise,-25,River,1.0,0.0,0.0
preflop,0.175,1,1.5,0.0,call,10,,,,
postflop,0.23586169927633338,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.6,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,call,30,,,,
preflop,0.15,2,3.5,2.0,raise,30,,,,
postflop,0.4383543285982311,0,5.5,0.0,raise,30,Flop,1.0,0.0,1.0
preflop,0.5,1,1.5,0.0,raise,10,,,,
preflop,0.325,1,1.5,0.0,raise,-25,,,,
postflop,0.08509782900026808,0,5.5,0.0,call,-25,Flop,0.0,0.0,0.0
postflop,0.08509782900026808,1,7.5,2.0,fold,-25,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,70,,,,
preflop,0.25,2,3.5,2.0,call,70,,,,
postflop,0.6819887429643527,0,5.5,0.0,call,70,Flop,0.0,0.0,0.0
postflop,0.6819887429643527,1,7.5,2.0,raise,70,Flop,0.0,0.0,0.0
postflop,0.6823907799517556,0,9.5,0.0,raise,70,Turn,0.0,0.0,0.0
postflop,0.6825247922808899,0,13.5,0.0,call,70,River,0.0,0.0,0.0
preflop,0.075,1,1.5,0.0,call,-25,,,,
preflop,0.075,2,3.5,2.0,call,-25,,,,
postflop,0.0004020369874028207,0,5.5,0.0,call,-25,Flop,0.0,0.0,1.0
postflop,0.0004020369874028207,1,7.5,2.0,fold,-25,Flop,0.0,0.0,1.0
preflop,0.5,1,1.5,0.0,raise,30,,,,
postflop,0.12958992227284916,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.35,1,1.5,0.0,call,10,,,,
postflop,0.5762530152774055,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,-25,,,,
postflop,0.06633610292146874,0,5.5,0.0,call,-25,Flop,0.0,1.0,0.0
postflop,0.06633610292146874,1,7.5,2.0,fold,-25,Flop,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.325,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,raise,30,,,,
postflop,0.03872956311980702,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,raise,70,,,,
postflop,0.7575716965960868,0,5.5,0.0,raise,70,Flop,1.0,0.0,1.0
postflop,0.7575716965960868,0,9.5,0.0,raise,70,Turn,1.0,0.0,0.0
postflop,0.7575716965960868,0,13.5,0.0,call,70,River,1.0,1.0,0.0
preflop,0.2,1,1.5,0.0,raise,10,,,,
preflop,0.325,1,1.5,0.0,fold,-5,,,,
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.17810238541945855,0,1.5,0.0,call,10,Flop,1.0,0.0,0.0
postflop,0.17810238541945855,0,1.5,0.0,raise,10,Turn,1.0,0.0,0.0
preflop,0.225,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.15,1,1.5,0.0,call,10,,,,
postflop,0.3056821227552935,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
postflop,0.7112034307156259,0,1.5,0.0,raise,10,Turn,1.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.1045296167247387,0,1.5,0.0,raise,10,Flop,0.0,0.0,1.0
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.3797909407665505,0,1.5,0.0,call,10,Flop,0.0,0.0,0.0
preflop,0.225,1,1.5,0.0,call,10,,,,
postflop,0.30125971589386225,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.1,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.4252211203430716,0,1.5,0.0,raise,10,Flop,1.0,0.0,1.0
preflop,0.175,1,1.5,0.0,call,10,,,,
postflop,0.717502010184937,0,1.5,0.0,call,10,Flop,1.0,0.0,1.0
postflop,0.7181720718306084,0,1.5,0.0,raise,10,Turn,1.0,1.0,1.0
preflop,0.075,1,1.5,0.0,call,10,,,,
postflop,0.204100777271509,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,10,,,,
postflop,0.43889037791476815,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.05869740016081482,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.5144733315465022,0,5.5,0.0,raise,30,Flop,0.0,1.0,0.0
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.1530420798713482,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.125,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,raise,10,,,,
preflop,0.15,1,1.5,0.0,call,-65,,,,
preflop,0.15,2,3.5,2.0,raise,-65,,,,
postflop,0.22688287322433665,0,5.5,0.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.22862503350308228,0,9.5,0.0,raise,-65,Turn,0.0,0.0,0.0
postflop,0.22862503350308228,0,13.5,0.0,call,-65,River,0.0,1.0,0.0
preflop,0.175,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,call,10,,,,
postflop,0.532028946663093,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,10,,,,
postflop,0.06928437416242295,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,raise,10,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.24189225408737602,0,1.5,0.0,call,10,Flop,1.0,0.0,1.0
postflop,0.2430983650495846,0,1.5,0.0,raise,10,Turn,1.0,1.0,0.0
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.1589386223532565,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.075,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.275,1,1.5,0.0,call,10,,,,
postflop,0.38742964352720455,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.7,1,1.5,0.0,call,10,,,,
postflop,0.6247654784240151,0,1.5,0.0,raise,10,Flop,1.0,0.0,0.0
preflop,0.35,1,1.5,0.0,raise,30,,,,
postflop,0.3227016885553471,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,call,-5,,,,
postflop,0.3830072366657733,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.2,1,1.5,0.0,call,-65,,,,
postflop,0.14500134012329136,0,1.5,0.0,raise,-65,Flop,0.0,0.0,0.0
postflop,0.17046368265880463,0,5.5,0.0,raise,-65,Turn,0.0,1.0,0.0
postflop,0.49530956848030017,0,9.5,0.0,raise,-65,River,1.0,1.0,0.0
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.2861163227016885,0,5.5,0.0,raise,30,Flop,0.0,1.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,fold,-5,,,,
preflop,0.4,1,1.5,0.0,raise,30,,,,
postflop,0.1664433127847762,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,raise,30,,,,
postflop,0.044224068614312495,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
preflop,0.25,2,3.5,2.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,fold,-5,,,,
preflop,0.25,1,1.5,0.0,call,10,,,,
postflop,0.05400696864111498,0,1.5,0.0,raise,10,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,fold,-5,,,,
preflop,0.5,1,1.5,0.0,fold,-5,,,,
preflop,0.125,1,1.5,0.0,call,-5,,,,
postflop,0.5470383275261324,0,1.5,0.0,fold,-5,Flop,1.0,0.0,1.0
preflop,0.4,1,1.5,0.0,raise,10,,,,
preflop,0.2,1,1.5,0.0,fold,-5,,,,
preflop,0.3,1,1.5,0.0,raise,30,,,,
postflop,0.08724202626641653,0,5.5,0.0,raise,30,Flop,0.0,0.0,0.0
preflop,0.15,1,1.5,0.0,call,-5,,,,
postflop,0.01058697400160813,0,1.5,0.0,fold,-5,Flop,0.0,1.0,1.0
preflop,0.25,1,1.5,0.0,call,-5,,,,
postflop,0.41074778879656926,0,1.5,0.0,fold,-5,Flop,0.0,0.0,0.0
preflop,0.3,1,1.5,0.0,raise,10,,,,
preflop,0.4,1,1.5,0.0,call,-45,,,,
postflop,0.2564995979630126,0,1.5,0.0,raise,-45,Flop,0.0,0.0,0.0
